
 ,U1,U2,INV1,INV2,K1,K2,X1,X2,NPVTOT,NPVLAND,NPVOCEAN
T-1606      ,552.16341972,4.1259992E+3,  8.61795592, 19.71760027, 44.34361350, 65.55874311,4.1506422E+4,6.2935937E+5,520.73894529,335.02031810,185.71862719
T-1607      ,551.11703434,4.1236086E+3,  8.61337047, 19.71919119, 44.31853681, 65.56374084,4.1451206E+4,6.2894677E+5,520.73962860,335.02039096,185.71923764
T-1608      ,550.07340406,4.1212197E+3,  8.60879463, 19.72078568, 44.29350310, 65.56874773,4.1396094E+4,6.2853441E+5,520.74030830,335.02046334,185.71984496
T-1609      ,549.03252199,4.1188325E+3,  8.60422844, 19.72238376, 44.26851249, 65.57376387,4.1341087E+4,6.2812229E+5,520.74098441,335.02053525,185.72044916
T-1610      ,547.99438128,4.1164471E+3,  8.59967192, 19.72398548, 44.24356507, 65.57878933,4.1286183E+4,6.2771040E+5,520.74165694,335.02060669,185.72105025
T-1611      ,546.95897508,4.1140634E+3,  8.59512508, 19.72559085, 44.21866095, 65.58382420,4.1231384E+4,6.2729876E+5,520.74232591,335.02067766,185.72164825
T-1612      ,545.92629658,4.1116815E+3,  8.59058796, 19.72719990, 44.19380022, 65.58886856,4.1176688E+4,6.2688735E+5,520.74299135,335.02074817,185.72224318
T-1613      ,544.89633898,4.1093013E+3,  8.58606056, 19.72881268, 44.16898300, 65.59392249,4.1122095E+4,6.2647618E+5,520.74365326,335.02081822,185.72283504
T-1614      ,543.86909552,4.1069228E+3,  8.58154293, 19.73042920, 44.14420938, 65.59898608,4.1067606E+4,6.2606525E+5,520.74431167,335.02088781,185.72342387
T-1615      ,542.84455942,4.1045461E+3,  8.57703507, 19.73204950, 44.11947947, 65.60405942,4.1013219E+4,6.2565456E+5,520.74496660,335.02095694,185.72400966
T-1616      ,541.82272397,4.1021712E+3,  8.57253700, 19.73367360, 44.09479337, 65.60914259,4.0958934E+4,6.2524411E+5,520.74561806,335.02102562,185.72459244
T-1617      ,540.80358244,4.0997980E+3,  8.56804877, 19.73530155, 44.07015119, 65.61423567,4.0904752E+4,6.2483389E+5,520.74626608,335.02109386,185.72517222
T-1618      ,539.78712815,4.0974266E+3,  8.56357037, 19.73693336, 44.04555303, 65.61933876,4.0850672E+4,6.2442391E+5,520.74691067,335.02116165,185.72574902
T-1619      ,538.77335441,4.0950570E+3,  8.55910185, 19.73856908, 44.02099899, 65.62445193,4.0796693E+4,6.2401417E+5,520.74755184,335.02122899,185.72632285
T-1620      ,537.76225457,4.0926891E+3,  8.55464321, 19.74020873, 43.99648918, 65.62957528,4.0742816E+4,6.2360466E+5,520.74818963,335.02129590,185.72689373
T-1621      ,536.75382201,4.0903230E+3,  8.55019449, 19.74185234, 43.97202371, 65.63470889,4.0689039E+4,6.2319539E+5,520.74882404,335.02136237,185.72746167
T-1622      ,535.74805011,4.0879587E+3,  8.54575570, 19.74349994, 43.94760267, 65.63985286,4.0635364E+4,6.2278636E+5,520.74945509,335.02142840,185.72802669
T-1623      ,534.74493227,4.0855962E+3,  8.54132687, 19.74515158, 43.92322617, 65.64500727,4.0581789E+4,6.2237757E+5,520.75008280,335.02149400,185.72858880
T-1624      ,533.74446191,4.0832354E+3,  8.53690802, 19.74680727, 43.89889432, 65.65017221,4.0528315E+4,6.2196901E+5,520.75070719,335.02155918,185.72914801
T-1625      ,532.74663249,4.0808764E+3,  8.53249916, 19.74846705, 43.87460722, 65.65534777,4.0474940E+4,6.2156068E+5,520.75132828,335.02162393,185.72970435
T-1626      ,531.75143747,4.0785193E+3,  8.52810033, 19.75013095, 43.85036498, 65.66053404,4.0421666E+4,6.2115259E+5,520.75194607,335.02168826,185.73025782
T-1627      ,530.75887032,4.0761639E+3,  8.52371155, 19.75179902, 43.82616770, 65.66573111,4.0368491E+4,6.2074474E+5,520.75256060,335.02175216,185.73080844
T-1628      ,529.76892455,4.0738103E+3,  8.51933283, 19.75347126, 43.80201548, 65.67093908,4.0315415E+4,6.2033713E+5,520.75317188,335.02181565,185.73135622
T-1629      ,528.78159368,4.0714585E+3,  8.51496421, 19.75514774, 43.77790844, 65.67615804,4.0262438E+4,6.1992975E+5,520.75377991,335.02187873,185.73190118
T-1630      ,527.79687125,4.0691085E+3,  8.51060569, 19.75682846, 43.75384668, 65.68138807,4.0209560E+4,6.1952260E+5,520.75438473,335.02194139,185.73244334
T-1631      ,526.81475081,4.0667604E+3,  8.50625731, 19.75851348, 43.72983030, 65.68662927,4.0156780E+4,6.1911569E+5,520.75498635,335.02200365,185.73298270
T-1632      ,525.83522595,4.0644140E+3,  8.50191909, 19.76020281, 43.70585941, 65.69188174,4.0104098E+4,6.1870901E+5,520.75558479,335.02206550,185.73351929
T-1633      ,524.85829026,4.0620695E+3,  8.49759105, 19.76189650, 43.68193412, 65.69714557,4.0051515E+4,6.1830257E+5,520.75618005,335.02212694,185.73405311
T-1634      ,523.88393736,4.0597268E+3,  8.49327320, 19.76359458, 43.65805452, 65.70242085,3.9999029E+4,6.1789636E+5,520.75677216,335.02218799,185.73458418
T-1635      ,522.91216086,4.0573859E+3,  8.48896558, 19.76529708, 43.63422074, 65.70770769,3.9946641E+4,6.1749039E+5,520.75736114,335.02224864,185.73511251
T-1636      ,521.94295443,4.0550468E+3,  8.48466821, 19.76700404, 43.61043287, 65.71300616,3.9894349E+4,6.1708465E+5,520.75794700,335.02230889,185.73563812
T-1637      ,520.97631172,4.0527096E+3,  8.48038109, 19.76871549, 43.58669102, 65.71831638,3.9842155E+4,6.1667915E+5,520.75852976,335.02236875,185.73616102
T-1638      ,520.01222643,4.0503742E+3,  8.47610427, 19.77043147, 43.56299529, 65.72363844,3.9790058E+4,6.1627388E+5,520.75910943,335.02242821,185.73668122
T-1639      ,519.05069225,4.0480406E+3,  8.47183775, 19.77215200, 43.53934580, 65.72897243,3.9738056E+4,6.1586884E+5,520.75968603,335.02248729,185.73719874
T-1640      ,518.09170290,4.0457089E+3,  8.46758156, 19.77387714, 43.51574264, 65.73431846,3.9686151E+4,6.1546404E+5,520.76025958,335.02254599,185.73771359
T-1641      ,517.13525212,4.0433791E+3,  8.46333573, 19.77560690, 43.49218593, 65.73967662,3.9634342E+4,6.1505946E+5,520.76083009,335.02260430,185.73822579
T-1642      ,516.18133365,4.0410510E+3,  8.45910026, 19.77734133, 43.46867577, 65.74504701,3.9582629E+4,6.1465513E+5,520.76139758,335.02266223,185.73873535
T-1643      ,515.22994127,4.0387249E+3,  8.45487519, 19.77908047, 43.44521226, 65.75042973,3.9531010E+4,6.1425102E+5,520.76196207,335.02271979,185.73924228
T-1644      ,514.28106877,4.0364006E+3,  8.45066054, 19.78082434, 43.42179552, 65.75582489,3.9479487E+4,6.1384715E+5,520.76252356,335.02277697,185.73974659
T-1645      ,513.33470994,4.0340781E+3,  8.44645632, 19.78257299, 43.39842565, 65.76123258,3.9428059E+4,6.1344351E+5,520.76308208,335.02283378,185.74024831
T-1646      ,512.39085861,4.0317575E+3,  8.44226256, 19.78432644, 43.37510276, 65.76665290,3.9376726E+4,6.1304010E+5,520.76363764,335.02289021,185.74074743
T-1647      ,511.44950860,4.0294388E+3,  8.43807927, 19.78608475, 43.35182694, 65.77208596,3.9325487E+4,6.1263693E+5,520.76419026,335.02294628,185.74124398
T-1648      ,510.51065378,4.0271220E+3,  8.43390648, 19.78784794, 43.32859832, 65.77753185,3.9274342E+4,6.1223398E+5,520.76473995,335.02300199,185.74173797
T-1649      ,509.57428799,4.0248070E+3,  8.42974421, 19.78961604, 43.30541698, 65.78299069,3.9223291E+4,6.1183127E+5,520.76528673,335.02305733,185.74222940
T-1650      ,508.64040513,4.0224940E+3,  8.42559248, 19.79138911, 43.28228305, 65.78846257,3.9172333E+4,6.1142879E+5,520.76583062,335.02311231,185.74271831
T-1651      ,507.70899909,4.0201828E+3,  8.42145130, 19.79316717, 43.25919662, 65.79394761,3.9121469E+4,6.1102654E+5,520.76637162,335.02316693,185.74320468
T-1652      ,506.78006379,4.0178735E+3,  8.41732071, 19.79495027, 43.23615780, 65.79944590,3.9070698E+4,6.1062452E+5,520.76690975,335.02322120,185.74368855
T-1653      ,505.85359314,4.0155660E+3,  8.41320071, 19.79673843, 43.21316670, 65.80495755,3.9020020E+4,6.1022273E+5,520.76744504,335.02327512,185.74416992
T-1654      ,504.92958110,4.0132605E+3,  8.40909133, 19.79853170, 43.19022342, 65.81048266,3.8969435E+4,6.0982118E+5,520.76797748,335.02332868,185.74464880
T-1655      ,504.00802161,4.0109569E+3,  8.40499258, 19.80033012, 43.16732807, 65.81602135,3.8918942E+4,6.0941985E+5,520.76850711,335.02338189,185.74512522
T-1656      ,503.08890864,4.0086552E+3,  8.40090449, 19.80213372, 43.14448076, 65.82157372,3.8868541E+4,6.0901876E+5,520.76903393,335.02343476,185.74559917
T-1657      ,502.17223618,4.0063554E+3,  8.39682708, 19.80394255, 43.12168157, 65.82713988,3.8818232E+4,6.0861789E+5,520.76955795,335.02348728,185.74607067
T-1658      ,501.25799822,4.0040575E+3,  8.39276036, 19.80575664, 43.09893064, 65.83271994,3.8768015E+4,6.0821725E+5,520.77007921,335.02353947,185.74653974
T-1659      ,500.34618878,4.0017615E+3,  8.38870435, 19.80757603, 43.07622804, 65.83831401,3.8717889E+4,6.0781685E+5,520.77059769,335.02359131,185.74700639
T-1660      ,499.43680187,3.9994675E+3,  8.38465907, 19.80940076, 43.05357390, 65.84392219,3.8667855E+4,6.0741667E+5,520.77111343,335.02364281,185.74747062
T-1661      ,498.52983154,3.9971754E+3,  8.38062454, 19.81123087, 43.03096832, 65.84954460,3.8617911E+4,6.0701673E+5,520.77162644,335.02369398,185.74793246
T-1662      ,497.62527183,3.9948852E+3,  8.37660077, 19.81306640, 43.00841139, 65.85518135,3.8568058E+4,6.0661701E+5,520.77213673,335.02374482,185.74839191
T-1663      ,496.72311680,3.9925969E+3,  8.37258778, 19.81490739, 42.98590322, 65.86083255,3.8518296E+4,6.0621752E+5,520.77264431,335.02379533,185.74884898
T-1664      ,495.82336052,3.9903106E+3,  8.36858560, 19.81675388, 42.96344392, 65.86649831,3.8468623E+4,6.0581826E+5,520.77314920,335.02384550,185.74930370
T-1665      ,494.92599709,3.9880262E+3,  8.36459423, 19.81860592, 42.94103359, 65.87217875,3.8419041E+4,6.0541923E+5,520.77365142,335.02389536,185.74975606
T-1666      ,494.03102060,3.9857438E+3,  8.36061370, 19.82046353, 42.91867232, 65.87787398,3.8369548E+4,6.0502043E+5,520.77415097,335.02394488,185.75020609
T-1667      ,493.13842515,3.9834633E+3,  8.35664402, 19.82232676, 42.89636023, 65.88358412,3.8320145E+4,6.0462185E+5,520.77464787,335.02399409,185.75065379
T-1668      ,492.24820487,3.9811847E+3,  8.35268520, 19.82419566, 42.87409741, 65.88930927,3.8270831E+4,6.0422351E+5,520.77514214,335.02404297,185.75109917
T-1669      ,491.36035389,3.9789082E+3,  8.34873726, 19.82607026, 42.85188397, 65.89504956,3.8221606E+4,6.0382539E+5,520.77563379,335.02409154,185.75154225
T-1670      ,490.47486635,3.9766336E+3,  8.34480022, 19.82795060, 42.82972000, 65.90080509,3.8172470E+4,6.0342750E+5,520.77612284,335.02413979,185.75198305
T-1671      ,489.59173640,3.9743609E+3,  8.34087409, 19.82983673, 42.80760561, 65.90657600,3.8123423E+4,6.0302983E+5,520.77660929,335.02418773,185.75242156
T-1672      ,488.71095821,3.9720903E+3,  8.33695888, 19.83172870, 42.78554089, 65.91236239,3.8074464E+4,6.0263240E+5,520.77709316,335.02423536,185.75285780
T-1673      ,487.83252593,3.9698216E+3,  8.33305462, 19.83362653, 42.76352594, 65.91816439,3.8025593E+4,6.0223519E+5,520.77757446,335.02428267,185.75329179
T-1674      ,486.95643375,3.9675549E+3,  8.32916131, 19.83553028, 42.74156087, 65.92398211,3.7976809E+4,6.0183821E+5,520.77805321,335.02432968,185.75372353
T-1675      ,486.08267586,3.9652901E+3,  8.32527896, 19.83743998, 42.71964577, 65.92981568,3.7928114E+4,6.0144145E+5,520.77852943,335.02437639,185.75415304
T-1676      ,485.21124646,3.9630274E+3,  8.32140760, 19.83935569, 42.69778073, 65.93566521,3.7879506E+4,6.0104492E+5,520.77900312,335.02442279,185.75458033
T-1677      ,484.34213975,3.9607667E+3,  8.31754723, 19.84127744, 42.67596586, 65.94153082,3.7830984E+4,6.0064862E+5,520.77947429,335.02446889,185.75500541
T-1678      ,483.47534995,3.9585079E+3,  8.31369786, 19.84320527, 42.65420125, 65.94741264,3.7782550E+4,6.0025254E+5,520.77994297,335.02451469,185.75542828
T-1679      ,482.61087127,3.9562512E+3,  8.30985950, 19.84513924, 42.63248700, 65.95331079,3.7734203E+4,5.9985669E+5,520.78040916,335.02456019,185.75584897
T-1680      ,481.74869795,3.9539964E+3,  8.30603217, 19.84707938, 42.61082319, 65.95922539,3.7685942E+4,5.9946107E+5,520.78087288,335.02460539,185.75626748
T-1681      ,480.88882422,3.9517437E+3,  8.30221588, 19.84902573, 42.58920993, 65.96515656,3.7637767E+4,5.9906567E+5,520.78133413,335.02465031,185.75668383
T-1682      ,480.03124431,3.9494930E+3,  8.29841063, 19.85097836, 42.56764730, 65.97110444,3.7589678E+4,5.9867049E+5,520.78179295,335.02469493,185.75709802
T-1683      ,479.17595249,3.9472443E+3,  8.29461644, 19.85293728, 42.54613541, 65.97706914,3.7541675E+4,5.9827554E+5,520.78224932,335.02473926,185.75751006
T-1684      ,478.32294299,3.9449977E+3,  8.29083331, 19.85490256, 42.52467433, 65.98305080,3.7493757E+4,5.9788082E+5,520.78270328,335.02478330,185.75791998
T-1685      ,477.47221007,3.9427531E+3,  8.28706126, 19.85687424, 42.50326416, 65.98904953,3.7445925E+4,5.9748632E+5,520.78315483,335.02482706,185.75832777
T-1686      ,476.62374800,3.9405105E+3,  8.28330028, 19.85885236, 42.48190498, 65.99506547,3.7398178E+4,5.9709204E+5,520.78360398,335.02487053,185.75873344
T-1687      ,475.77755105,3.9382699E+3,  8.27955039, 19.86083697, 42.46059690, 66.00109874,3.7350515E+4,5.9669799E+5,520.78405075,335.02491372,185.75913702
T-1688      ,474.93361348,3.9360314E+3,  8.27581159, 19.86282812, 42.43933998, 66.00714947,3.7302937E+4,5.9630416E+5,520.78449514,335.02495664,185.75953851
T-1689      ,474.09192957,3.9337950E+3,  8.27208389, 19.86482584, 42.41813433, 66.01321780,3.7255444E+4,5.9591056E+5,520.78493718,335.02499927,185.75993792
T-1690      ,473.25249358,3.9315606E+3,  8.26836729, 19.86683019, 42.39698001, 66.01930385,3.7208035E+4,5.9551718E+5,520.78537688,335.02504162,185.76033526
T-1691      ,472.41529981,3.9293282E+3,  8.26466180, 19.86884122, 42.37587712, 66.02540775,3.7160710E+4,5.9512403E+5,520.78581424,335.02508371,185.76073054
T-1692      ,471.58034253,3.9270980E+3,  8.26096741, 19.87085896, 42.35482575, 66.03152964,3.7113468E+4,5.9473109E+5,520.78624928,335.02512551,185.76112377
T-1693      ,470.74761602,3.9248697E+3,  8.25728414, 19.87288348, 42.33382596, 66.03766965,3.7066310E+4,5.9433838E+5,520.78668201,335.02516705,185.76151496
T-1694      ,469.91711457,3.9226436E+3,  8.25361198, 19.87491481, 42.31287784, 66.04382791,3.7019235E+4,5.9394590E+5,520.78711245,335.02520832,185.76190413
T-1695      ,469.08883245,3.9204195E+3,  8.24995094, 19.87695300, 42.29198146, 66.05000455,3.6972244E+4,5.9355363E+5,520.78754060,335.02524932,185.76229128
T-1696      ,468.26276396,3.9181976E+3,  8.24630101, 19.87899810, 42.27113691, 66.05619972,3.6925335E+4,5.9316159E+5,520.78796647,335.02529005,185.76267642
T-1697      ,467.43890337,3.9159777E+3,  8.24266220, 19.88105017, 42.25034426, 66.06241354,3.6878508E+4,5.9276977E+5,520.78839009,335.02533052,185.76305957
T-1698      ,466.61724496,3.9137599E+3,  8.23903449, 19.88310924, 42.22960358, 66.06864615,3.6831765E+4,5.9237817E+5,520.78881146,335.02537073,185.76344073
T-1699      ,465.79778302,3.9115442E+3,  8.23541790, 19.88517536, 42.20891494, 66.07489769,3.6785103E+4,5.9198680E+5,520.78923059,335.02541067,185.76381991
T-1700      ,464.98051182,3.9093306E+3,  8.23181241, 19.88724859, 42.18827841, 66.08116829,3.6738523E+4,5.9159564E+5,520.78964749,335.02545036,185.76419713
T-1701      ,464.16542563,3.9071191E+3,  8.22821802, 19.88932898, 42.16769407, 66.08745810,3.6692025E+4,5.9120471E+5,520.79006219,335.02548979,185.76457240
T-1702      ,463.35251872,3.9049097E+3,  8.22463473, 19.89141657, 42.14716197, 66.09376726,3.6645608E+4,5.9081400E+5,520.79047468,335.02552896,185.76494571
T-1703      ,462.54178536,3.9027025E+3,  8.22106252, 19.89351141, 42.12668219, 66.10009590,3.6599273E+4,5.9042351E+5,520.79088498,335.02556789,185.76531709
T-1704      ,461.73321981,3.9004974E+3,  8.21750139, 19.89561356, 42.10625478, 66.10644416,3.6553019E+4,5.9003324E+5,520.79129310,335.02560655,185.76568655
T-1705      ,460.92681632,3.8982944E+3,  8.21395134, 19.89772305, 42.08587981, 66.11281219,3.6506846E+4,5.8964319E+5,520.79169906,335.02564497,185.76605408
T-1706      ,460.12256913,3.8960935E+3,  8.21041234, 19.89983996, 42.06555733, 66.11920013,3.6460753E+4,5.8925336E+5,520.79210286,335.02568314,185.76641972
T-1707      ,459.32047250,3.8938948E+3,  8.20688439, 19.90196432, 42.04528740, 66.12560812,3.6414741E+4,5.8886375E+5,520.79250451,335.02572106,185.76678345
T-1708      ,458.52052066,3.8916982E+3,  8.20336748, 19.90409618, 42.02507008, 66.13203631,3.6368809E+4,5.8847436E+5,520.79290403,335.02575874,185.76714530
T-1709      ,457.72270783,3.8895037E+3,  8.19986160, 19.90623560, 42.00490541, 66.13848484,3.6322957E+4,5.8808519E+5,520.79330143,335.02579617,185.76750526
T-1710      ,456.92702822,3.8873114E+3,  8.19636671, 19.90838263, 41.98479345, 66.14495385,3.6277184E+4,5.8769624E+5,520.79369672,335.02583336,185.76786337
T-1711      ,456.13347604,3.8851213E+3,  8.19288282, 19.91053732, 41.96473423, 66.15144350,3.6231492E+4,5.8730751E+5,520.79408991,335.02587031,185.76821961
T-1712      ,455.34204548,3.8829333E+3,  8.18940990, 19.91269972, 41.94472781, 66.15795393,3.6185878E+4,5.8691899E+5,520.79448101,335.02590701,185.76857400
T-1713      ,454.55273074,3.8807475E+3,  8.18594794, 19.91486988, 41.92477423, 66.16448528,3.6140344E+4,5.8653070E+5,520.79487004,335.02594349,185.76892655
T-1714      ,453.76552597,3.8785639E+3,  8.18249690, 19.91704786, 41.90487352, 66.17103771,3.6094889E+4,5.8614263E+5,520.79525700,335.02597972,185.76927728
T-1715      ,452.98042535,3.8763825E+3,  8.17905677, 19.91923371, 41.88502573, 66.17761137,3.6049512E+4,5.8575477E+5,520.79564190,335.02601572,185.76962618
T-1716      ,452.19742300,3.8742032E+3,  8.17562753, 19.92142749, 41.86523087, 66.18420640,3.6004214E+4,5.8536713E+5,520.79602476,335.02605149,185.76997327
T-1717      ,451.41651306,3.8720262E+3,  8.17220915, 19.92362923, 41.84548899, 66.19082295,3.5958995E+4,5.8497971E+5,520.79640558,335.02608702,185.77031856
T-1718      ,450.63768964,3.8698513E+3,  8.16880160, 19.92583901, 41.82580011, 66.19746119,3.5913853E+4,5.8459251E+5,520.79678438,335.02612233,185.77066205
T-1719      ,449.86094684,3.8676786E+3,  8.16540485, 19.92805687, 41.80616425, 66.20412125,3.5868789E+4,5.8420552E+5,520.79716117,335.02615741,185.77100376
T-1720      ,449.08627873,3.8655082E+3,  8.16201887, 19.93028286, 41.78658143, 66.21080330,3.5823803E+4,5.8381876E+5,520.79753595,335.02619226,185.77134370
T-1721      ,448.31367938,3.8633399E+3,  8.15864364, 19.93251704, 41.76705168, 66.21750749,3.5778894E+4,5.8343221E+5,520.79790875,335.02622688,185.77168187
T-1722      ,447.54314282,3.8611739E+3,  8.15527910, 19.93475947, 41.74757499, 66.22423397,3.5734063E+4,5.8304587E+5,520.79827956,335.02626128,185.77201828
T-1723      ,446.77466307,3.8590101E+3,  8.15192524, 19.93701019, 41.72815138, 66.23098290,3.5689309E+4,5.8265975E+5,520.79864840,335.02629546,185.77235294
T-1724      ,446.00823413,3.8568485E+3,  8.14858200, 19.93926927, 41.70878086, 66.23775443,3.5644631E+4,5.8227385E+5,520.79901528,335.02632942,185.77268587
T-1725      ,445.24384997,3.8546891E+3,  8.14524935, 19.94153676, 41.68946343, 66.24454872,3.5600030E+4,5.8188817E+5,520.79938022,335.02636315,185.77301707
T-1726      ,444.48150454,3.8525320E+3,  8.14192725, 19.94381271, 41.67019908, 66.25136594,3.5555506E+4,5.8150270E+5,520.79974321,335.02639667,185.77334654
T-1727      ,443.72119176,3.8503771E+3,  8.13861565, 19.94609718, 41.65098781, 66.25820623,3.5511058E+4,5.8111745E+5,520.80010427,335.02642997,185.77367430
T-1728      ,442.96290554,3.8482245E+3,  8.13531450, 19.94839022, 41.63182960, 66.26506976,3.5466686E+4,5.8073241E+5,520.80046342,335.02646306,185.77400036
T-1729      ,442.20663974,3.8460742E+3,  8.13202375, 19.95069189, 41.61272444, 66.27195669,3.5422389E+4,5.8034759E+5,520.80082065,335.02649593,185.77432472
T-1730      ,441.45238821,3.8439261E+3,  8.12874336, 19.95300224, 41.59367231, 66.27886718,3.5378169E+4,5.7996298E+5,520.80117599,335.02652859,185.77464740
T-1731      ,440.70014475,3.8417802E+3,  8.12547327, 19.95532134, 41.57467318, 66.28580139,3.5334024E+4,5.7957859E+5,520.80152944,335.02656104,185.77496840
T-1732      ,439.94990315,3.8396367E+3,  8.12221341, 19.95764923, 41.55572703, 66.29275948,3.5289954E+4,5.7919441E+5,520.80188101,335.02659328,185.77528773
T-1733      ,439.20165715,3.8374954E+3,  8.11896374, 19.95998598, 41.53683381, 66.29974162,3.5245959E+4,5.7881044E+5,520.80223071,335.02662531,185.77560540
T-1734      ,438.45540048,3.8353564E+3,  8.11572419, 19.96233163, 41.51799349, 66.30674797,3.5202038E+4,5.7842669E+5,520.80257855,335.02665713,185.77592141
T-1735      ,437.71112680,3.8332197E+3,  8.11249469, 19.96468626, 41.49920603, 66.31377869,3.5158193E+4,5.7804316E+5,520.80292454,335.02668875,185.77623579
T-1736      ,436.96882976,3.8310853E+3,  8.10927518, 19.96704990, 41.48047136, 66.32083396,3.5114422E+4,5.7765984E+5,520.80326869,335.02672017,185.77654852
T-1737      ,436.22850296,3.8289532E+3,  8.10606559, 19.96942262, 41.46178943, 66.32791393,3.5070725E+4,5.7727673E+5,520.80361101,335.02675138,185.77685964
T-1738      ,435.49013998,3.8268234E+3,  8.10286584, 19.97180448, 41.44316019, 66.33501877,3.5027102E+4,5.7689383E+5,520.80395151,335.02678238,185.77716913
T-1739      ,434.75373432,3.8246959E+3,  8.09967586, 19.97419554, 41.42458355, 66.34214866,3.4983553E+4,5.7651115E+5,520.80429020,335.02681319,185.77747701
T-1740      ,434.01927948,3.8225707E+3,  8.09649556, 19.97659584, 41.40605945, 66.34930375,3.4940078E+4,5.7612868E+5,520.80462709,335.02684380,185.77778329
T-1741      ,433.28676889,3.8204479E+3,  8.09332487, 19.97900545, 41.38758780, 66.35648422,3.4896676E+4,5.7574642E+5,520.80496219,335.02687421,185.77808798
T-1742      ,432.55619594,3.8183274E+3,  8.09016370, 19.98142443, 41.36916851, 66.36369024,3.4853347E+4,5.7536438E+5,520.80529551,335.02690443,185.77839108
T-1743      ,431.82755398,3.8162092E+3,  8.08701196, 19.98385283, 41.35080150, 66.37092198,3.4810091E+4,5.7498255E+5,520.80562705,335.02693445,185.77869260
T-1744      ,431.10083629,3.8140933E+3,  8.08386955, 19.98629070, 41.33248665, 66.37817960,3.4766909E+4,5.7460093E+5,520.80595683,335.02696428,185.77899255
T-1745      ,430.37603612,3.8119798E+3,  8.08073638, 19.98873811, 41.31422385, 66.38546328,3.4723799E+4,5.7421952E+5,520.80628485,335.02699391,185.77929094
T-1746      ,429.65314666,3.8098687E+3,  8.07761235, 19.99119512, 41.29601299, 66.39277320,3.4680761E+4,5.7383832E+5,520.80661113,335.02702335,185.77958778
T-1747      ,428.93216105,3.8077599E+3,  8.07449735, 19.99366177, 41.27785395, 66.40010951,3.4637796E+4,5.7345733E+5,520.80693568,335.02705260,185.77988307
T-1748      ,428.21307237,3.8056535E+3,  8.07139128, 19.99613813, 41.25974659, 66.40747240,3.4594902E+4,5.7307656E+5,520.80725849,335.02708167,185.78017683
T-1749      ,427.49587362,3.8035494E+3,  8.06829402, 19.99862426, 41.24169077, 66.41486204,3.4552081E+4,5.7269599E+5,520.80757959,335.02711054,185.78046905
T-1750      ,426.78055779,3.8014478E+3,  8.06520546, 20.00112020, 41.22368634, 66.42227861,3.4509332E+4,5.7231564E+5,520.80789899,335.02713923,185.78075975
T-1751      ,426.06711775,3.7993485E+3,  8.06212547, 20.00362603, 41.20573314, 66.42972227,3.4466653E+4,5.7193549E+5,520.80821668,335.02716774,185.78104894
T-1752      ,425.35554636,3.7972516E+3,  8.05905393, 20.00614178, 41.18783101, 66.43719320,3.4424047E+4,5.7155556E+5,520.80853268,335.02719606,185.78133662
T-1753      ,424.64583636,3.7951571E+3,  8.05599072, 20.00866753, 41.16997977, 66.44469159,3.4381511E+4,5.7117583E+5,520.80884700,335.02722420,185.78162281
T-1754      ,423.93798046,3.7930650E+3,  8.05293569, 20.01120333, 41.15217922, 66.45221759,3.4339047E+4,5.7079631E+5,520.80915965,335.02725215,185.78190750
T-1755      ,423.23197129,3.7909752E+3,  8.04988871, 20.01374922, 41.13442919, 66.45977140,3.4296653E+4,5.7041701E+5,520.80947064,335.02727993,185.78219071
T-1756      ,422.52780141,3.7888879E+3,  8.04684962, 20.01630528, 41.11672946, 66.46735318,3.4254330E+4,5.7003791E+5,520.80977997,335.02730752,185.78247244
T-1757      ,421.82546327,3.7868031E+3,  8.04381830, 20.01887154, 41.09907982, 66.47496311,3.4212077E+4,5.6965902E+5,520.81008765,335.02733494,185.78275271
T-1758      ,421.12494929,3.7847206E+3,  8.04079457, 20.02144808, 41.08148003, 66.48260137,3.4169894E+4,5.6928034E+5,520.81039370,335.02736218,185.78303151
T-1759      ,420.42625179,3.7826406E+3,  8.03777828, 20.02403494, 41.06392987, 66.49026814,3.4127782E+4,5.6890187E+5,520.81069811,335.02738925,185.78330886
T-1760      ,419.72936299,3.7805630E+3,  8.03476927, 20.02663218, 41.04642909, 66.49796359,3.4085739E+4,5.6852361E+5,520.81100091,335.02741614,185.78358477
T-1761      ,419.03427505,3.7784878E+3,  8.03176736, 20.02923985, 41.02897741, 66.50568790,3.4043766E+4,5.6814555E+5,520.81130209,335.02744286,185.78385924
T-1762      ,418.34098003,3.7764151E+3,  8.02877238, 20.03185800, 41.01157458, 66.51344125,3.4001863E+4,5.6776770E+5,520.81160168,335.02746941,185.78413227
T-1763      ,417.64946989,3.7743449E+3,  8.02578414, 20.03448669, 40.99422031, 66.52122381,3.3960029E+4,5.6739006E+5,520.81189966,335.02749578,185.78440388
T-1764      ,416.95973652,3.7722770E+3,  8.02280246, 20.03712597, 40.97691430, 66.52903576,3.3918264E+4,5.6701262E+5,520.81219606,335.02752199,185.78467408
T-1765      ,416.27177169,3.7702117E+3,  8.01982714, 20.03977589, 40.95965624, 66.53687729,3.3876568E+4,5.6663540E+5,520.81249089,335.02754802,185.78494287
T-1766      ,415.58556708,3.7681488E+3,  8.01685798, 20.04243650, 40.94244582, 66.54474856,3.3834941E+4,5.6625838E+5,520.81278414,335.02757389,185.78521025
T-1767      ,414.90111427,3.7660884E+3,  8.01389477, 20.04510785, 40.92528268, 66.55264975,3.3793382E+4,5.6588156E+5,520.81307583,335.02759959,185.78547624
